full-fledged_rock: Topic: 5, Keyword number: 0
day_thermians: Topic: 4039, Keyword number: 19
thermia_mistaken: Topic: 4039, Keyword number: 20
nesmith_greeted: Topic: 4039, Keyword number: 21
spock-like_alien: Topic: 4039, Keyword number: 22
parody_freely: Topic: 4039, Keyword number: 23
loading: Topic: 4039, Keyword number: 24
mike: Topic: 4043, Keyword number: 0
look: Topic: 4043, Keyword number: 1
wang's: Topic: 4043, Keyword number: 2
weiss: Topic: 4043, Keyword number: 3
badly: Topic: 4043, Keyword number: 4
superheroes: Topic: 4043, Keyword number: 5
life_china: Topic: 4043, Keyword number: 6
heavier_issues: Topic: 4043, Keyword number: 7
however_laserman: Topic: 4043, Keyword number: 8
slices_life: Topic: 4043, Keyword number: 9
subplots_perhaps: Topic: 4043, Keyword number: 10
direction_exquisite: Topic: 4043, Keyword number: 11
technology_filmmaking: Topic: 4043, Keyword number: 12
great_forethought: Topic: 4043, Keyword number: 13
employ_great: Topic: 4043, Keyword number: 14
machine_result: Topic: 4043, Keyword number: 15
movie_pits: Topic: 4043, Keyword number: 16
responsible_lasers: Topic: 4043, Keyword number: 17
weiss_responsible: Topic: 4043, Keyword number: 18
a-bomb_arthur: Topic: 4043, Keyword number: 19
responsible_a-bomb: Topic: 4043, Keyword number: 20
inventions_einstein: Topic: 4043, Keyword number: 21
raises_time-honored: Topic: 4043, Keyword number: 22
provocative_look: Topic: 4043, Keyword number: 23
arthur's_life: Topic: 4043, Keyword number: 24
relate_nothing: Topic: 4045, Keyword number: 0
fictional_director: Topic: 4045, Keyword number: 1
blade: Topic: 4046, Keyword number: 0
movie: Topic: 4046, Keyword number: 1
find: Topic: 4046, Keyword number: 2
vampire: Topic: 4046, Keyword number: 3
vampires: Topic: 4046, Keyword number: 4
intelligent: Topic: 4046, Keyword number: 5
team: Topic: 4046, Keyword number: 6
would: Topic: 4046, Keyword number: 7
experiment: Topic: 4046, Keyword number: 8
tells: Topic: 4046, Keyword number: 9
beginning: Topic: 4046, Keyword number: 10
one_day: Topic: 4046, Keyword number: 11
sort: Topic: 4046, Keyword number: 12
great: Topic: 4046, Keyword number: 13
it's: Topic: 4046, Keyword number: 14
alien: Topic: 4046, Keyword number: 15
blockbuster: Topic: 4046, Keyword number: 16
audiences: Topic: 4046, Keyword number: 17
video: Topic: 4046, Keyword number: 18
result: Topic: 4046, Keyword number: 19
thought: Topic: 4046, Keyword number: 20
track: Topic: 4046, Keyword number: 21
government: Topic: 4046, Keyword number: 22
take: Topic: 4046, Keyword number: 23
goes: Topic: 4046, Keyword number: 24
although_hoped: Topic: 4047, Keyword number: 0
wannabes_fortunately: Topic: 4057, Keyword number: 0
attention_tie-ins: Topic: 4057, Keyword number: 1
coil's: Topic: 4057, Keyword number: 2
strains_mortal: Topic: 4057, Keyword number: 3
lingers_fred's: Topic: 4057, Keyword number: 4
driving_probably: Topic: 4057, Keyword number: 5
film_revolve: Topic: 4057, Keyword number: 6
arquette_blonde: Topic: 4057, Keyword number: 7
number_ways: Topic: 4057, Keyword number: 8
bedroom_convicted: Topic: 4057, Keyword number: 9
won't_know: Topic: 4057, Keyword number: 10
nose_put: Topic: 4057, Keyword number: 11
movie-goer_feel: Topic: 4057, Keyword number: 12
whose_life: Topic: 4057, Keyword number: 13
suffocating: Topic: 4057, Keyword number: 14
see_screen: Topic: 4057, Keyword number: 15
like_someone: Topic: 4057, Keyword number: 16
pained: Topic: 4057, Keyword number: 17
relevant: Topic: 4057, Keyword number: 18
nose: Topic: 4057, Keyword number: 19
man_would: Topic: 4057, Keyword number: 20
partly: Topic: 4057, Keyword number: 21
jackie: Topic: 4060, Keyword number: 0
anyone_shouldn't: Topic: 4060, Keyword number: 1
provoking_sweet: Topic: 4060, Keyword number: 2
finest_films: Topic: 4060, Keyword number: 3
best/worst_list: Topic: 4060, Keyword number: 4
year's_best/worst: Topic: 4060, Keyword number: 5
makes_appreciate: Topic: 4060, Keyword number: 6
norm_exception: Topic: 4060, Keyword number: 7
screenwriters_scripts: Topic: 4060, Keyword number: 8
devine_means: Topic: 4060, Keyword number: 9
pair_old: Topic: 4060, Keyword number: 10
slightly_stout: Topic: 4060, Keyword number: 11
pair_one: Topic: 4060, Keyword number: 12
villiage: Topic: 4060, Keyword number: 13
sorts_trouble: Topic: 4060, Keyword number: 14
michael_get: Topic: 4060, Keyword number: 15
deduce: Topic: 4060, Keyword number: 16
kelley_try: Topic: 4060, Keyword number: 17
provoking: Topic: 4060, Keyword number: 18
try_find: Topic: 4060, Keyword number: 19
it's: Topic: 4065, Keyword number: 0
mother: Topic: 4065, Keyword number: 1
john: Topic: 4065, Keyword number: 2
character: Topic: 4065, Keyword number: 3
contact: Topic: 4065, Keyword number: 4
brooks: Topic: 4065, Keyword number: 5
things: Topic: 4065, Keyword number: 6
science: Topic: 4065, Keyword number: 7
chocolat: Topic: 4065, Keyword number: 8
especially: Topic: 4065, Keyword number: 9
however: Topic: 4065, Keyword number: 10
part: Topic: 4065, Keyword number: 11
fuentes: Topic: 4065, Keyword number: 12
ellie: Topic: 4065, Keyword number: 13
says: Topic: 4065, Keyword number: 14
next: Topic: 4065, Keyword number: 15
power: Topic: 4065, Keyword number: 16
also: Topic: 4065, Keyword number: 17
scene: Topic: 4065, Keyword number: 18
something: Topic: 4065, Keyword number: 19
fact: Topic: 4065, Keyword number: 20
comes: Topic: 4065, Keyword number: 21
find: Topic: 4065, Keyword number: 22
looking: Topic: 4065, Keyword number: 23
bit: Topic: 4065, Keyword number: 24
tykwer's: Topic: 4072, Keyword number: 0
serious_much: Topic: 4072, Keyword number: 1
breakneck_pace: Topic: 4072, Keyword number: 2
able_obtain: Topic: 4072, Keyword number: 3
lost_bag: Topic: 4072, Keyword number: 4
blazing_red: Topic: 4072, Keyword number: 5
viewers_need: Topic: 4072, Keyword number: 6
demand_movie: Topic: 4072, Keyword number: 7
red_hair: Topic: 4072, Keyword number: 8
breakneck: Topic: 4072, Keyword number: 9
wierd: Topic: 4072, Keyword number: 10
manni: Topic: 4072, Keyword number: 11
eugene_novikov: Topic: 4072, Keyword number: 12
cinematographer: Topic: 4073, Keyword number: 0
charles_grodin: Topic: 4078, Keyword number: 0
cybill: Topic: 4078, Keyword number: 1
heartbreak: Topic: 4078, Keyword number: 2
nice_chuckle: Topic: 4078, Keyword number: 3
modelled: Topic: 4078, Keyword number: 4
costanza: Topic: 4078, Keyword number: 5
neil_simon: Topic: 4078, Keyword number: 6
trying_heartbreak: Topic: 4078, Keyword number: 7
director_elaine: Topic: 4078, Keyword number: 8
elaine: Topic: 4078, Keyword number: 9
berlin_daughter: Topic: 4078, Keyword number: 10
stealer_jeannie: Topic: 4078, Keyword number: 11
desire_however: Topic: 4078, Keyword number: 12
grodin's_desire: Topic: 4078, Keyword number: 13
appealing_object: Topic: 4078, Keyword number: 14
something_really: Topic: 4078, Keyword number: 15
grass_always: Topic: 4078, Keyword number: 16
ever_good: Topic: 4078, Keyword number: 17
divorce_wife: Topic: 4078, Keyword number: 18
ready_divorce: Topic: 4078, Keyword number: 19
sheppard_character: Topic: 4078, Keyword number: 20
met_cybill: Topic: 4078, Keyword number: 21
halfway_begins: Topic: 4078, Keyword number: 22
miami_beach: Topic: 4078, Keyword number: 23
way_miami: Topic: 4078, Keyword number: 24
films: Topic: 4079, Keyword number: 0
black: Topic: 4079, Keyword number: 1
three: Topic: 4079, Keyword number: 2
made: Topic: 4079, Keyword number: 3
little: Topic: 4079, Keyword number: 4
dead: Topic: 4079, Keyword number: 5
crew: Topic: 4079, Keyword number: 6
york: Topic: 4079, Keyword number: 7
money: Topic: 4079, Keyword number: 8
since: Topic: 4079, Keyword number: 9
long: Topic: 4079, Keyword number: 10
men_black: Topic: 4079, Keyword number: 11
video: Topic: 4079, Keyword number: 12
introduced: Topic: 4079, Keyword number: 13
agent: Topic: 4079, Keyword number: 14
aside: Topic: 4079, Keyword number: 15
eventually: Topic: 4079, Keyword number: 16
also: Topic: 4079, Keyword number: 17
act: Topic: 4079, Keyword number: 18
director: Topic: 4079, Keyword number: 19
perhaps: Topic: 4079, Keyword number: 20
really: Topic: 4079, Keyword number: 21
donnie_brasco: Topic: 4079, Keyword number: 22
paxton: Topic: 4079, Keyword number: 23
closer: Topic: 4079, Keyword number: 24
wild_weekend: Topic: 4081, Keyword number: 0
example_really: Topic: 4081, Keyword number: 1
accompanied_ridiculous: Topic: 4086, Keyword number: 0
minutes_intensity: Topic: 4090, Keyword number: 0
need_films: Topic: 4090, Keyword number: 1
characters_stir: Topic: 4090, Keyword number: 2
around_realistically-written: Topic: 4090, Keyword number: 3
put_director: Topic: 4090, Keyword number: 4
although_fact: Topic: 4090, Keyword number: 5
douglas_gets: Topic: 4090, Keyword number: 6
mesmerizing_brilliantly-construed: Topic: 4090, Keyword number: 7
fuzzy_word: Topic: 4090, Keyword number: 8
girl_seen: Topic: 4090, Keyword number: 9
nonetheless_fair: Topic: 4090, Keyword number: 10
loving_married: Topic: 4090, Keyword number: 11
struggling_working-class: Topic: 4090, Keyword number: 12
terrifically_eerie: Topic: 4090, Keyword number: 13
happens_missing: Topic: 4090, Keyword number: 14
unexpectedly_works: Topic: 4090, Keyword number: 15
maggie's_new-age: Topic: 4090, Keyword number: 16
new-age: Topic: 4090, Keyword number: 17
pregnant_hard-working: Topic: 4090, Keyword number: 18
picture_instead: Topic: 4090, Keyword number: 19
film_respectable: Topic: 4090, Keyword number: 20
judge_film: Topic: 4090, Keyword number: 21
although_eerily: Topic: 4090, Keyword number: 22
echoes_tautly: Topic: 4090, Keyword number: 23
starts_seeing: Topic: 4090, Keyword number: 24
guido: Topic: 4092, Keyword number: 0
holocaust: Topic: 4092, Keyword number: 1
benigni's: Topic: 4092, Keyword number: 2
giosue: Topic: 4092, Keyword number: 3
benigni: Topic: 4092, Keyword number: 4
life_beautiful: Topic: 4092, Keyword number: 5
italian: Topic: 4092, Keyword number: 6
concentration_camp: Topic: 4092, Keyword number: 7
fascist: Topic: 4092, Keyword number: 8
shield: Topic: 4092, Keyword number: 9
dora: Topic: 4092, Keyword number: 10
farce: Topic: 4092, Keyword number: 11
tank: Topic: 4092, Keyword number: 12
giosue_giorgio: Topic: 4092, Keyword number: 13
already_engaged: Topic: 4092, Keyword number: 14
hiding: Topic: 4092, Keyword number: 15
elaborate_game: Topic: 4092, Keyword number: 16
deported: Topic: 4092, Keyword number: 17
five_years: Topic: 4092, Keyword number: 18
roberto_benigni: Topic: 4092, Keyword number: 19
giorgio_cantarini: Topic: 4092, Keyword number: 20
cantarini: Topic: 4092, Keyword number: 21
giorgio: Topic: 4092, Keyword number: 22
thinking: Topic: 4092, Keyword number: 23
rules: Topic: 4092, Keyword number: 24
apes: Topic: 4093, Keyword number: 0
tim_burton: Topic: 4093, Keyword number: 1
burton_that's: Topic: 4093, Keyword number: 2
vision_tim: Topic: 4093, Keyword number: 3
classic_line: Topic: 4093, Keyword number: 4
aged_chimp: Topic: 4093, Keyword number: 5
deliciously_hammy: Topic: 4093, Keyword number: 6
cool_looking: Topic: 4093, Keyword number: 7
wants_wahlberg: Topic: 4093, Keyword number: 8
carter_terrific: Topic: 4093, Keyword number: 9
space_get: Topic: 4093, Keyword number: 10
dropped_shoulders: Topic: 4093, Keyword number: 11
issue_heroes: Topic: 4093, Keyword number: 12
standard_issue: Topic: 4093, Keyword number: 13
martians_etc: Topic: 4093, Keyword number: 14
joker_wood: Topic: 4093, Keyword number: 15
start_filmmaker: Topic: 4093, Keyword number: 16
later_wahlberg: Topic: 4093, Keyword number: 17
come_later: Topic: 4093, Keyword number: 18
ape_city: Topic: 4093, Keyword number: 19
courtesy_make-up: Topic: 4093, Keyword number: 20
burton's_re-imagining: Topic: 4093, Keyword number: 21
onto_floor: Topic: 4093, Keyword number: 22
cards_onto: Topic: 4093, Keyword number: 23
reportedly_tossed: Topic: 4093, Keyword number: 24
expect_character: Topic: 4094, Keyword number: 0
director_jerry: Topic: 4095, Keyword number: 0
busload: Topic: 4095, Keyword number: 1
stop: Topic: 4095, Keyword number: 2
left_open: Topic: 4099, Keyword number: 0
plot_one: Topic: 4099, Keyword number: 1
mark: Topic: 4099, Keyword number: 2
las: Topic: 4101, Keyword number: 0
film: Topic: 4101, Keyword number: 1
vegas: Topic: 4101, Keyword number: 2
las_vegas: Topic: 4101, Keyword number: 3
worse: Topic: 4101, Keyword number: 4
get: Topic: 4101, Keyword number: 5
dream: Topic: 4101, Keyword number: 6
see: Topic: 4101, Keyword number: 7
room: Topic: 4101, Keyword number: 8
watch: Topic: 4101, Keyword number: 9
suddenly: Topic: 4101, Keyword number: 10
power: Topic: 4101, Keyword number: 11
sort: Topic: 4101, Keyword number: 12
cast: Topic: 4101, Keyword number: 13
story: Topic: 4101, Keyword number: 14
plot: Topic: 4101, Keyword number: 15
solid: Topic: 4101, Keyword number: 16
unexpected: Topic: 4101, Keyword number: 17
los_angeles: Topic: 4101, Keyword number: 18
angeles: Topic: 4101, Keyword number: 19
asked: Topic: 4101, Keyword number: 20
daylight: Topic: 4101, Keyword number: 21
although: Topic: 4101, Keyword number: 22
question: Topic: 4101, Keyword number: 23
gershon: Topic: 4101, Keyword number: 24
endurance: Topic: 4106, Keyword number: 0
shackleton: Topic: 4106, Keyword number: 1
expedition: Topic: 4106, Keyword number: 2
ship: Topic: 4106, Keyword number: 3
ordeal: Topic: 4106, Keyword number: 4
ice: Topic: 4106, Keyword number: 5
photo: Topic: 4106, Keyword number: 6
footage: Topic: 4106, Keyword number: 7
months: Topic: 4106, Keyword number: 8
frigid: Topic: 4106, Keyword number: 9
trek_across: Topic: 4106, Keyword number: 10
antarctic_expedition: Topic: 4106, Keyword number: 11
antarctic: Topic: 4106, Keyword number: 12
shackleton's_legendary: Topic: 4106, Keyword number: 13
flow: Topic: 4106, Keyword number: 14
chronicle: Topic: 4106, Keyword number: 15
feat: Topic: 4106, Keyword number: 16
butler: Topic: 4106, Keyword number: 17
using: Topic: 4106, Keyword number: 18
remaining: Topic: 4106, Keyword number: 19
faced: Topic: 4106, Keyword number: 20
earp_family: Topic: 4106, Keyword number: 21
tell_give: Topic: 4106, Keyword number: 22
lived_tell: Topic: 4106, Keyword number: 23
remarkably_survivors: Topic: 4106, Keyword number: 24
one: Topic: 4107, Keyword number: 0
classic: Topic: 4107, Keyword number: 1
ever: Topic: 4107, Keyword number: 2
got: Topic: 4107, Keyword number: 3
film: Topic: 4107, Keyword number: 4
first: Topic: 4107, Keyword number: 5
would: Topic: 4107, Keyword number: 6
say: Topic: 4107, Keyword number: 7
park: Topic: 4107, Keyword number: 8
south: Topic: 4107, Keyword number: 9
musical: Topic: 4107, Keyword number: 10
laughs: Topic: 4107, Keyword number: 11
dvd: Topic: 4107, Keyword number: 12
character: Topic: 4107, Keyword number: 13
let's_say: Topic: 4107, Keyword number: 14
closing: Topic: 4107, Keyword number: 15
upcoming: Topic: 4107, Keyword number: 16
andrew: Topic: 4107, Keyword number: 17
hardly: Topic: 4107, Keyword number: 18
noticeable: Topic: 4107, Keyword number: 19
convenient: Topic: 4107, Keyword number: 20
lloyd: Topic: 4107, Keyword number: 21
regular: Topic: 4107, Keyword number: 22
turn: Topic: 4107, Keyword number: 23
hilarious: Topic: 4107, Keyword number: 24
ford: Topic: 4108, Keyword number: 0
blue: Topic: 4108, Keyword number: 1
late: Topic: 4108, Keyword number: 2
louisa's: Topic: 4108, Keyword number: 3
harrison_ford: Topic: 4108, Keyword number: 4
fullest: Topic: 4108, Keyword number: 5
education_way: Topic: 4108, Keyword number: 6
locking_car: Topic: 4108, Keyword number: 7
caffrey_hotel: Topic: 4108, Keyword number: 8
scenes_that'll: Topic: 4108, Keyword number: 9
comprehend_half: Topic: 4108, Keyword number: 10
recently_father: Topic: 4108, Keyword number: 11
obligated_tom: Topic: 4108, Keyword number: 12
film_bunny: Topic: 4108, Keyword number: 13
intriguing_enlightening: Topic: 4108, Keyword number: 14
vital_character: Topic: 4108, Keyword number: 15
lacks_impact: Topic: 4108, Keyword number: 16
louisa's_final: Topic: 4108, Keyword number: 17
pain_assuaged: Topic: 4108, Keyword number: 18
provide_needs: Topic: 4108, Keyword number: 19
healers_use: Topic: 4108, Keyword number: 20
road_back: Topic: 4108, Keyword number: 21
startling-but-effective: Topic: 4108, Keyword number: 22
brightly-colored: Topic: 4108, Keyword number: 23
dazzling_array: Topic: 4108, Keyword number: 24
inner: Topic: 4109, Keyword number: 0
right_effects: Topic: 4111, Keyword number: 0
awakened: Topic: 4111, Keyword number: 1
editing_film: Topic: 4111, Keyword number: 2
sometimes_surprising: Topic: 4114, Keyword number: 0
obvious_role: Topic: 4114, Keyword number: 1
unlikable_cheri: Topic: 4114, Keyword number: 2
tight_intense: Topic: 4114, Keyword number: 3
society_inundated: Topic: 4114, Keyword number: 4
picture_modern: Topic: 4114, Keyword number: 5
revolutionary_important: Topic: 4114, Keyword number: 6
arbitrary: Topic: 4114, Keyword number: 7
reflects: Topic: 4114, Keyword number: 8
pixar_ever: Topic: 4115, Keyword number: 0
college: Topic: 4116, Keyword number: 0
old: Topic: 4116, Keyword number: 1
faced_similar: Topic: 4116, Keyword number: 2
shining_scene: Topic: 4116, Keyword number: 3
walking_red: Topic: 4116, Keyword number: 4
grandson_meets: Topic: 4116, Keyword number: 5
said_total: Topic: 4116, Keyword number: 6
plugs_know: Topic: 4116, Keyword number: 7
little_bow: Topic: 4116, Keyword number: 8
leaves_solves: Topic: 4116, Keyword number: 9
character_fun: Topic: 4116, Keyword number: 10
