near_dear: Topic: 0, Keyword number: 0
unable_provide: Topic: 397, Keyword number: 9
seems_terminally: Topic: 397, Keyword number: 10
land_d'onofrio: Topic: 397, Keyword number: 11
stylistic_device: Topic: 397, Keyword number: 12
especially_still: Topic: 397, Keyword number: 13
marker's_jetee: Topic: 397, Keyword number: 14
jetee: Topic: 397, Keyword number: 15
monkeys_appropriately: Topic: 397, Keyword number: 16
hyperactive_schtick: Topic: 397, Keyword number: 17
there's_damned: Topic: 397, Keyword number: 18
loud_flashing: Topic: 397, Keyword number: 19
undermines_pleasure: Topic: 397, Keyword number: 20
one_undermines: Topic: 397, Keyword number: 21
cautious_therapist: Topic: 397, Keyword number: 22
much_take: Topic: 397, Keyword number: 23
languages: Topic: 397, Keyword number: 24
angels: Topic: 398, Keyword number: 0
jeanne: Topic: 398, Keyword number: 1
city_angels: Topic: 398, Keyword number: 2
besson: Topic: 398, Keyword number: 3
messenger: Topic: 398, Keyword number: 4
john_malcovich: Topic: 398, Keyword number: 5
peasant: Topic: 398, Keyword number: 6
battlefield: Topic: 398, Keyword number: 7
characters_nothing: Topic: 398, Keyword number: 8
surreal: Topic: 398, Keyword number: 9
goers: Topic: 398, Keyword number: 10
humans: Topic: 398, Keyword number: 11
elegantly: Topic: 398, Keyword number: 12
better_it's: Topic: 398, Keyword number: 13
presents_interesting: Topic: 398, Keyword number: 14
although_presents: Topic: 398, Keyword number: 15
lesson_mtv-generation: Topic: 398, Keyword number: 16
sound_dreamy: Topic: 398, Keyword number: 17
nothing_fairly: Topic: 398, Keyword number: 18
obvious_bess: Topic: 398, Keyword number: 19
bess: Topic: 398, Keyword number: 20
film_poses: Topic: 398, Keyword number: 21
truly_messenger: Topic: 398, Keyword number: 22
hunger_revenge: Topic: 398, Keyword number: 23
confused_peasant: Topic: 398, Keyword number: 24
comic_actress: Topic: 399, Keyword number: 0
sympathiser: Topic: 399, Keyword number: 1
features_kings: Topic: 399, Keyword number: 2
deciding: Topic: 399, Keyword number: 3
comedy_far: Topic: 399, Keyword number: 4
gonna: Topic: 399, Keyword number: 5
vitti: Topic: 400, Keyword number: 0
ramis: Topic: 400, Keyword number: 1
get_shorty: Topic: 400, Keyword number: 2
jelly: Topic: 400, Keyword number: 3
tenacity_determination: Topic: 400, Keyword number: 4
doe-eyed: Topic: 400, Keyword number: 5
quickly_settles: Topic: 400, Keyword number: 6
gruelling: Topic: 400, Keyword number: 7
push_using: Topic: 400, Keyword number: 8
indignity: Topic: 400, Keyword number: 9
adaptations_continue: Topic: 400, Keyword number: 10
coming_rhames: Topic: 400, Keyword number: 11
movie_brain: Topic: 400, Keyword number: 12
brooks_score: Topic: 400, Keyword number: 13
years_non-linear: Topic: 400, Keyword number: 14
spans_least: Topic: 400, Keyword number: 15
sister_could: Topic: 400, Keyword number: 16
father_dennis: Topic: 400, Keyword number: 17
lopez's: Topic: 400, Keyword number: 18
beyond_normal: Topic: 400, Keyword number: 19
elevates_beyond: Topic: 400, Keyword number: 20
one_details: Topic: 400, Keyword number: 21
gun_neck: Topic: 400, Keyword number: 22
locked_trunk: Topic: 400, Keyword number: 23
meanwhile_there's: Topic: 400, Keyword number: 24
fuentes: Topic: 401, Keyword number: 0
domingo: Topic: 401, Keyword number: 1
central_american: Topic: 401, Keyword number: 2
portillo: Topic: 401, Keyword number: 3
dami: Topic: 401, Keyword number: 4
guerrillas: Topic: 401, Keyword number: 5
picture_complaint: Topic: 401, Keyword number: 6
vigor_keeps: Topic: 401, Keyword number: 7
heavy_times: Topic: 401, Keyword number: 8
upholding: Topic: 401, Keyword number: 9
even_world: Topic: 401, Keyword number: 10
hope_even: Topic: 401, Keyword number: 11
martyr_always: Topic: 401, Keyword number: 12
stand_martyr: Topic: 401, Keyword number: 13
inability_stand: Topic: 401, Keyword number: 14
portillo's: Topic: 401, Keyword number: 15
medicine_padre: Topic: 401, Keyword number: 16
failure_addition: Topic: 401, Keyword number: 17
hopelessness_failure: Topic: 401, Keyword number: 18
say_men: Topic: 401, Keyword number: 19
stretch_say: Topic: 401, Keyword number: 20
would_stretch: Topic: 401, Keyword number: 21
going_hundred: Topic: 401, Keyword number: 22
relief_evidence: Topic: 401, Keyword number: 23
spoken_either: Topic: 401, Keyword number: 24
men: Topic: 402, Keyword number: 0
look: Topic: 402, Keyword number: 1
character: Topic: 402, Keyword number: 2
two: Topic: 402, Keyword number: 3
best: Topic: 402, Keyword number: 4
robert: Topic: 402, Keyword number: 5
credit: Topic: 402, Keyword number: 6
group: Topic: 402, Keyword number: 7
work: Topic: 402, Keyword number: 8
cannot: Topic: 402, Keyword number: 9
woody_allen: Topic: 402, Keyword number: 10
market: Topic: 402, Keyword number: 11
able: Topic: 402, Keyword number: 12
people: Topic: 402, Keyword number: 13
actors: Topic: 402, Keyword number: 14
nearly: Topic: 402, Keyword number: 15
celebrities: Topic: 402, Keyword number: 16
legend: Topic: 402, Keyword number: 17
movies: Topic: 402, Keyword number: 18
right: Topic: 402, Keyword number: 19
never: Topic: 402, Keyword number: 20
hunter: Topic: 402, Keyword number: 21
allen's: Topic: 402, Keyword number: 22
adventure: Topic: 402, Keyword number: 23
community: Topic: 402, Keyword number: 24
coppola: Topic: 403, Keyword number: 0
scenes_expected: Topic: 403, Keyword number: 1
score_it's: Topic: 403, Keyword number: 2
suits_material: Topic: 403, Keyword number: 3
scarface_palma: Topic: 403, Keyword number: 4
trilogy_overall: Topic: 403, Keyword number: 5
godfather_trilogy: Topic: 403, Keyword number: 6
thrilling_respect: Topic: 403, Keyword number: 7
mob_situations: Topic: 403, Keyword number: 8
palma_sets: Topic: 403, Keyword number: 9
desire_children: Topic: 403, Keyword number: 10
affection_desire: Topic: 403, Keyword number: 11
life_tony: Topic: 403, Keyword number: 12
gangstar_mole: Topic: 403, Keyword number: 13
world_inhabits: Topic: 403, Keyword number: 14
beautiful_year: Topic: 403, Keyword number: 15
shooter: Topic: 403, Keyword number: 16
development_montana: Topic: 403, Keyword number: 17
soon_he's: Topic: 403, Keyword number: 18
sorry_soon: Topic: 403, Keyword number: 19
past_flees: Topic: 403, Keyword number: 20
similar_howard: Topic: 403, Keyword number: 21
overall_structure: Topic: 403, Keyword number: 22
tell_oliver: Topic: 403, Keyword number: 23
outdoor_grandeur: Topic: 403, Keyword number: 24
one's_attention: Topic: 404, Keyword number: 0
wanting_children: Topic: 404, Keyword number: 1
date_well: Topic: 404, Keyword number: 2
ian_hunter: Topic: 404, Keyword number: 3
hollywood_rarely: Topic: 404, Keyword number: 4
rather_killed: Topic: 404, Keyword number: 5
prick_sword: Topic: 404, Keyword number: 6
cinema_era: Topic: 404, Keyword number: 7
moments_sherlock: Topic: 404, Keyword number: 8
arrow_watching: Topic: 404, Keyword number: 9
shows_incognito: Topic: 404, Keyword number: 10
fitzswalter: Topic: 404, Keyword number: 11
model_kids: Topic: 404, Keyword number: 12
serves_role: Topic: 404, Keyword number: 13
rich_gives: Topic: 404, Keyword number: 14
raise_level: Topic: 404, Keyword number: 15
values_acting: Topic: 404, Keyword number: 16
fights_hundred: Topic: 404, Keyword number: 17
film_derives: Topic: 404, Keyword number: 18
maybe_i'll: Topic: 404, Keyword number: 19
jules_weyl's: Topic: 404, Keyword number: 20
carl_jules: Topic: 404, Keyword number: 21
editing_carl: Topic: 404, Keyword number: 22
ralph_dawson's: Topic: 404, Keyword number: 23
three_oscars: Topic: 404, Keyword number: 24
he's: Topic: 405, Keyword number: 0
action_movie: Topic: 405, Keyword number: 1
rodman: Topic: 405, Keyword number: 2
spanish_prisoner: Topic: 405, Keyword number: 3
privacy: Topic: 405, Keyword number: 4
quinn: Topic: 405, Keyword number: 5
element: Topic: 405, Keyword number: 6
tim: Topic: 405, Keyword number: 7
griffith's: Topic: 405, Keyword number: 8
guinee: Topic: 405, Keyword number: 9
carpenter_would: Topic: 405, Keyword number: 10
southwest: Topic: 405, Keyword number: 11
damme's: Topic: 405, Keyword number: 12
double_team: Topic: 405, Keyword number: 13
kennesaw's: Topic: 405, Keyword number: 14
spy: Topic: 405, Keyword number: 15
double: Topic: 405, Keyword number: 16
jonas: Topic: 405, Keyword number: 17
one_last: Topic: 405, Keyword number: 18
legend: Topic: 405, Keyword number: 19
except: Topic: 405, Keyword number: 20
fit_mold: Topic: 405, Keyword number: 21
might_grounds: Topic: 405, Keyword number: 22
lama_two: Topic: 405, Keyword number: 23
miserable_year: Topic: 405, Keyword number: 24
lemmy_band: Topic: 406, Keyword number: 0
drunker_drunker: Topic: 406, Keyword number: 1
jason_mchugh: Topic: 406, Keyword number: 2
free_noticeable: Topic: 406, Keyword number: 3
leit_motif: Topic: 406, Keyword number: 4
snowmen_one: Topic: 406, Keyword number: 5
rousing_musical: Topic: 406, Keyword number: 6
treated_maddeningly: Topic: 406, Keyword number: 7
prized_horse: Topic: 406, Keyword number: 8
packer_must: Topic: 406, Keyword number: 9
parker_supposedly: Topic: 406, Keyword number: 10
events_led: Topic: 406, Keyword number: 11
brothers_make: Topic: 406, Keyword number: 12
he's_cynical: Topic: 406, Keyword number: 13
songs_appear: Topic: 406, Keyword number: 14
occuring_screen: Topic: 406, Keyword number: 15
godfather_godfather: Topic: 406, Keyword number: 16
poor_acting/music/effects: Topic: 406, Keyword number: 17
friendly_dwarves: Topic: 406, Keyword number: 18
involving_leering: Topic: 406, Keyword number: 19
tells_rocky: Topic: 406, Keyword number: 20
winter: Topic: 406, Keyword number: 21
motorbike_would: Topic: 406, Keyword number: 22
along_line: Topic: 406, Keyword number: 23
arts: Topic: 407, Keyword number: 0
soldiers: Topic: 407, Keyword number: 1
white: Topic: 407, Keyword number: 2
martial: Topic: 407, Keyword number: 3
boys: Topic: 407, Keyword number: 4
two: Topic: 407, Keyword number: 5
way: Topic: 407, Keyword number: 6
hong: Topic: 407, Keyword number: 7
fights: Topic: 407, Keyword number: 8
scenes: Topic: 407, Keyword number: 9
hong_kong: Topic: 407, Keyword number: 10
lee: Topic: 407, Keyword number: 11
war: Topic: 407, Keyword number: 12
high: Topic: 407, Keyword number: 13
officer: Topic: 407, Keyword number: 14
sub-genre: Topic: 407, Keyword number: 15
glory: Topic: 407, Keyword number: 16
brothers: Topic: 407, Keyword number: 17
getting: Topic: 407, Keyword number: 18
agent: Topic: 407, Keyword number: 19
army: Topic: 407, Keyword number: 20
master: Topic: 407, Keyword number: 21
jackie: Topic: 407, Keyword number: 22
although: Topic: 407, Keyword number: 23
island: Topic: 407, Keyword number: 24
williams: Topic: 408, Keyword number: 0
jaws: Topic: 408, Keyword number: 1
george: Topic: 408, Keyword number: 2
robin_williams: Topic: 408, Keyword number: 3
tale: Topic: 408, Keyword number: 4
academy: Topic: 408, Keyword number: 5
bouajila: Topic: 408, Keyword number: 6
homeless: Topic: 408, Keyword number: 7
cave: Topic: 408, Keyword number: 8
mrs: Topic: 408, Keyword number: 9
charming: Topic: 408, Keyword number: 10
theater: Topic: 408, Keyword number: 11
witches: Topic: 408, Keyword number: 12
unconscious: Topic: 408, Keyword number: 13
marseilles: Topic: 408, Keyword number: 14
mcfarlane's: Topic: 408, Keyword number: 15
dawes_green: Topic: 408, Keyword number: 16
dawes: Topic: 408, Keyword number: 17
tamara_tunie: Topic: 408, Keyword number: 18
tunie: Topic: 408, Keyword number: 19
aunjanue: Topic: 408, Keyword number: 20
law_movie: Topic: 408, Keyword number: 21
hellraiser: Topic: 408, Keyword number: 22
stories_told: Topic: 408, Keyword number: 23
wool: Topic: 408, Keyword number: 24
murphy: Topic: 409, Keyword number: 0
courage: Topic: 409, Keyword number: 1
fbi: Topic: 409, Keyword number: 2
kit_ramsey: Topic: 409, Keyword number: 3
chubby_rain: Topic: 409, Keyword number: 4
terrorist: Topic: 409, Keyword number: 5
steve: Topic: 409, Keyword number: 6
jiff: Topic: 409, Keyword number: 7
chubby: Topic: 409, Keyword number: 8
steve_martin: Topic: 409, Keyword number: 9
danielle: Topic: 409, Keyword number: 10
bowfinger's: Topic: 409, Keyword number: 11
bobby_bowfinger: Topic: 409, Keyword number: 12
pursue: Topic: 409, Keyword number: 13
united_states: Topic: 409, Keyword number: 14
prisoner: Topic: 409, Keyword number: 15
bobby: Topic: 409, Keyword number: 16
declaration_martial: Topic: 409, Keyword number: 17
make_popular: Topic: 409, Keyword number: 18
directorial_effort: Topic: 409, Keyword number: 19
jerry_renfro: Topic: 409, Keyword number: 20
bunker: Topic: 409, Keyword number: 21
christine_baranski: Topic: 409, Keyword number: 22
jamie: Topic: 409, Keyword number: 23
annette_bening: Topic: 409, Keyword number: 24
character: Topic: 410, Keyword number: 0
movie: Topic: 410, Keyword number: 1
one: Topic: 410, Keyword number: 2
good: Topic: 410, Keyword number: 3
little: Topic: 410, Keyword number: 4
could: Topic: 410, Keyword number: 5
hunting: Topic: 410, Keyword number: 6
like: Topic: 410, Keyword number: 7
sweetback: Topic: 410, Keyword number: 8
child: Topic: 410, Keyword number: 9
must: Topic: 410, Keyword number: 10
performance: Topic: 410, Keyword number: 11
good_hunting: Topic: 410, Keyword number: 12
know: Topic: 410, Keyword number: 13
time: Topic: 410, Keyword number: 14
mother: Topic: 410, Keyword number: 15
lambeau: Topic: 410, Keyword number: 16
williams: Topic: 410, Keyword number: 17
another: Topic: 410, Keyword number: 18
sees: Topic: 410, Keyword number: 19
funny: Topic: 410, Keyword number: 20
although: Topic: 410, Keyword number: 21
let: Topic: 410, Keyword number: 22
lack: Topic: 410, Keyword number: 23
bad: Topic: 410, Keyword number: 24
man: Topic: 411, Keyword number: 0
new_york: Topic: 411, Keyword number: 1
leeloo: Topic: 411, Keyword number: 2
gets: Topic: 411, Keyword number: 3
afraid: Topic: 411, Keyword number: 4
james: Topic: 411, Keyword number: 5
relationships: Topic: 411, Keyword number: 6
ideas: Topic: 411, Keyword number: 7
many_characters: Topic: 411, Keyword number: 8
stories: Topic: 411, Keyword number: 9
ultimately: Topic: 411, Keyword number: 10
emotional: Topic: 411, Keyword number: 11
hollywood: Topic: 411, Keyword number: 12
doubt: Topic: 411, Keyword number: 13
since: Topic: 411, Keyword number: 14
many: Topic: 411, Keyword number: 15
it's_handled: Topic: 411, Keyword number: 16
understood: Topic: 411, Keyword number: 17
enters: Topic: 411, Keyword number: 18
gradual: Topic: 411, Keyword number: 19
answer: Topic: 411, Keyword number: 20
comes_back: Topic: 411, Keyword number: 21
occasionally: Topic: 411, Keyword number: 22
wonderfully: Topic: 411, Keyword number: 23
new_life: Topic: 411, Keyword number: 24
event_horizon: Topic: 412, Keyword number: 0
created: Topic: 412, Keyword number: 1
love_story: Topic: 412, Keyword number: 2
spacey: Topic: 412, Keyword number: 3
word: Topic: 412, Keyword number: 4
del: Topic: 412, Keyword number: 5
kint: Topic: 412, Keyword number: 6
juzo_itami: Topic: 412, Keyword number: 7
unfaithful: Topic: 412, Keyword number: 8
juzo: Topic: 412, Keyword number: 9
shorty: Topic: 412, Keyword number: 10
event: Topic: 412, Keyword number: 11
she's: Topic: 412, Keyword number: 12
novel: Topic: 412, Keyword number: 13
mcquarrie: Topic: 412, Keyword number: 14
prices: Topic: 412, Keyword number: 15
spot: Topic: 412, Keyword number: 16
section: Topic: 412, Keyword number: 17
goro: Topic: 412, Keyword number: 18
kind_movie: Topic: 412, Keyword number: 19
mystical: Topic: 412, Keyword number: 20
foreign: Topic: 412, Keyword number: 21
yet_another: Topic: 412, Keyword number: 22
contract: Topic: 412, Keyword number: 23
freudian: Topic: 412, Keyword number: 24
commodus: Topic: 413, Keyword number: 0
russell_crowe: Topic: 413, Keyword number: 1
digital_effects: Topic: 413, Keyword number: 2
colisseum: Topic: 413, Keyword number: 3
unhappy_life: Topic: 413, Keyword number: 4
keep_mind: Topic: 413, Keyword number: 5
use_computer: Topic: 413, Keyword number: 6
always_say: Topic: 413, Keyword number: 7
however_like: Topic: 413, Keyword number: 8
less_convincing: Topic: 413, Keyword number: 9
digital_effect: Topic: 413, Keyword number: 10
single_film: Topic: 413, Keyword number: 11
money_reed: Topic: 413, Keyword number: 12
ironically_probably: Topic: 413, Keyword number: 13
cost_million: Topic: 413, Keyword number: 14
filmmakers_obvious: Topic: 413, Keyword number: 15
reed's: Topic: 413, Keyword number: 16
dedicated_surely: Topic: 413, Keyword number: 17
film_dedicated: Topic: 413, Keyword number: 18
probably_would: Topic: 413, Keyword number: 19
video_junk: Topic: 413, Keyword number: 20
junk: Topic: 413, Keyword number: 21
performance_oliver: Topic: 413, Keyword number: 22
creepy_performance: Topic: 413, Keyword number: 23
