turns_finale: Topic: 1, Keyword number: 0
responsible_lasers: Topic: 4023, Keyword number: 14
identity--struggling: Topic: 4023, Keyword number: 15
meet_father's: Topic: 4023, Keyword number: 16
urbano_kooky: Topic: 4023, Keyword number: 17
arthur's_girlfriend: Topic: 4023, Keyword number: 18
culture_arthur's: Topic: 4023, Keyword number: 19
matzo: Topic: 4023, Keyword number: 20
ruth_example: Topic: 4023, Keyword number: 21
laserman_unique: Topic: 4023, Keyword number: 22
chan_missing: Topic: 4023, Keyword number: 23
relatives_fact: Topic: 4023, Keyword number: 24
two: Topic: 4026, Keyword number: 0
birch: Topic: 4026, Keyword number: 1
similar: Topic: 4026, Keyword number: 2
david_kelly: Topic: 4026, Keyword number: 3
age_twelve: Topic: 4026, Keyword number: 4
twelve: Topic: 4026, Keyword number: 5
halt: Topic: 4026, Keyword number: 6
ian: Topic: 4026, Keyword number: 7
means: Topic: 4026, Keyword number: 8
friends: Topic: 4026, Keyword number: 9
million: Topic: 4026, Keyword number: 10
winning: Topic: 4026, Keyword number: 11
town: Topic: 4026, Keyword number: 12
maximus_determined: Topic: 4026, Keyword number: 13
gladiator_mindless: Topic: 4026, Keyword number: 14
seeing_ridley: Topic: 4026, Keyword number: 15
given_sword: Topic: 4026, Keyword number: 16
underdeveloped_subplot: Topic: 4026, Keyword number: 17
shirts_ironed: Topic: 4026, Keyword number: 18
growing_comfort: Topic: 4026, Keyword number: 19
becoming_tired: Topic: 4026, Keyword number: 20
help_bread: Topic: 4026, Keyword number: 21
rosalba_first: Topic: 4026, Keyword number: 22
waiter_fernando: Topic: 4026, Keyword number: 23
tells_self-centered: Topic: 4026, Keyword number: 24
make_american: Topic: 4027, Keyword number: 0
jim_sheridan: Topic: 4027, Keyword number: 1
co-writing: Topic: 4027, Keyword number: 2
constance: Topic: 4027, Keyword number: 3
ellen_burstyn: Topic: 4027, Keyword number: 4
ann: Topic: 4027, Keyword number: 5
cox: Topic: 4027, Keyword number: 6
anna's: Topic: 4027, Keyword number: 7
bancroft: Topic: 4027, Keyword number: 8
liam: Topic: 4027, Keyword number: 9
stories: Topic: 4027, Keyword number: 10
frightening: Topic: 4027, Keyword number: 11
husband: Topic: 4027, Keyword number: 12
goals_fails: Topic: 4027, Keyword number: 13
floored_best: Topic: 4027, Keyword number: 14
stand_since: Topic: 4027, Keyword number: 15
problematic_story: Topic: 4027, Keyword number: 16
awe-inspiring_groundbreaking: Topic: 4027, Keyword number: 17
acting_even: Topic: 4027, Keyword number: 18
hollywood_drivel: Topic: 4027, Keyword number: 19
compared_hollywood: Topic: 4027, Keyword number: 20
whirls_quick: Topic: 4027, Keyword number: 21
excellent_rounding: Topic: 4027, Keyword number: 22
terry_george: Topic: 4027, Keyword number: 23
co-writing_credit: Topic: 4027, Keyword number: 24
film: Topic: 4028, Keyword number: 0
one: Topic: 4028, Keyword number: 1
movie: Topic: 4028, Keyword number: 2
get: Topic: 4028, Keyword number: 3
like: Topic: 4028, Keyword number: 4
two: Topic: 4028, Keyword number: 5
life: Topic: 4028, Keyword number: 6
good: Topic: 4028, Keyword number: 7
time: Topic: 4028, Keyword number: 8
first: Topic: 4028, Keyword number: 9
performance: Topic: 4028, Keyword number: 10
he's: Topic: 4028, Keyword number: 11
much: Topic: 4028, Keyword number: 12
great: Topic: 4028, Keyword number: 13
ryan: Topic: 4028, Keyword number: 14
director: Topic: 4028, Keyword number: 15
scenes: Topic: 4028, Keyword number: 16
even: Topic: 4028, Keyword number: 17
isn't: Topic: 4028, Keyword number: 18
thing: Topic: 4028, Keyword number: 19
script: Topic: 4028, Keyword number: 20
also: Topic: 4028, Keyword number: 21
cast: Topic: 4028, Keyword number: 22
make: Topic: 4028, Keyword number: 23
never: Topic: 4028, Keyword number: 24
songcatcher: Topic: 4029, Keyword number: 0
folk: Topic: 4029, Keyword number: 1
movie_gauge: Topic: 4029, Keyword number: 2
gauge: Topic: 4029, Keyword number: 3
granger_movie: Topic: 4029, Keyword number: 4
escapist_summer: Topic: 4029, Keyword number: 5
who's_sent: Topic: 4029, Keyword number: 6
eye_who's: Topic: 4029, Keyword number: 7
plumber-turned-private_eye: Topic: 4029, Keyword number: 8
neighbor_giuseppe: Topic: 4029, Keyword number: 9
massage-therapist_neighbor: Topic: 4029, Keyword number: 10
nosy_massage-therapist: Topic: 4029, Keyword number: 11
along_marina: Topic: 4029, Keyword number: 12
actors_slip: Topic: 4029, Keyword number: 13
espadrilles_superb: Topic: 4029, Keyword number: 14
sneakers_simple: Topic: 4029, Keyword number: 15
rosalba_starts: Topic: 4029, Keyword number: 16
breakfast_morning: Topic: 4029, Keyword number: 17
icelandic_waiter: Topic: 4029, Keyword number: 18
never_visited: Topic: 4029, Keyword number: 19
picked_impulsively: Topic: 4029, Keyword number: 20
highway_rest: Topic: 4029, Keyword number: 21
cranky_husband: Topic: 4029, Keyword number: 22
comedy_accidentally: Topic: 4029, Keyword number: 23
responses_would: Topic: 4029, Keyword number: 24
comedy: Topic: 4030, Keyword number: 0
get: Topic: 4030, Keyword number: 1
it's: Topic: 4030, Keyword number: 2
terms: Topic: 4030, Keyword number: 3
chan: Topic: 4030, Keyword number: 4
buck: Topic: 4030, Keyword number: 5
maybe: Topic: 4030, Keyword number: 6
jackie: Topic: 4030, Keyword number: 7
plays: Topic: 4030, Keyword number: 8
big: Topic: 4030, Keyword number: 9
level: Topic: 4030, Keyword number: 10
tucker: Topic: 4030, Keyword number: 11
dillon: Topic: 4030, Keyword number: 12
sexual: Topic: 4030, Keyword number: 13
henry: Topic: 4030, Keyword number: 14
dialogue: Topic: 4030, Keyword number: 15
introduces: Topic: 4030, Keyword number: 16
trouble: Topic: 4030, Keyword number: 17
keeps: Topic: 4030, Keyword number: 18
brother: Topic: 4030, Keyword number: 19
sort: Topic: 4030, Keyword number: 20
sharp: Topic: 4030, Keyword number: 21
may: Topic: 4030, Keyword number: 22
filled: Topic: 4030, Keyword number: 23
scene: Topic: 4030, Keyword number: 24
expectations: Topic: 4031, Keyword number: 0
mel_gibson: Topic: 4031, Keyword number: 1
country: Topic: 4031, Keyword number: 2
also: Topic: 4031, Keyword number: 3
help: Topic: 4031, Keyword number: 4
love: Topic: 4031, Keyword number: 5
shannon: Topic: 4031, Keyword number: 6
cave: Topic: 4031, Keyword number: 7
married: Topic: 4031, Keyword number: 8
inside: Topic: 4031, Keyword number: 9
views: Topic: 4031, Keyword number: 10
urban: Topic: 4031, Keyword number: 11
learns: Topic: 4031, Keyword number: 12
found: Topic: 4031, Keyword number: 13
single: Topic: 4031, Keyword number: 14
dumb_dumber: Topic: 4031, Keyword number: 15
regime: Topic: 4031, Keyword number: 16
victims: Topic: 4031, Keyword number: 17
agree: Topic: 4031, Keyword number: 18
rob: Topic: 4031, Keyword number: 19
one_also: Topic: 4031, Keyword number: 20
recommend: Topic: 4031, Keyword number: 21
many_others: Topic: 4031, Keyword number: 22
said_done: Topic: 4031, Keyword number: 23
responds: Topic: 4031, Keyword number: 24
flounder_evil: Topic: 4035, Keyword number: 0
show_broad: Topic: 4035, Keyword number: 1
gone_capture: Topic: 4036, Keyword number: 0
kafkaesque_qualities: Topic: 4036, Keyword number: 1
neighbours: Topic: 4036, Keyword number: 2
individualism_replaced: Topic: 4036, Keyword number: 3
reductionism: Topic: 4036, Keyword number: 4
single-mindedly_toiling: Topic: 4036, Keyword number: 5
toiling: Topic: 4036, Keyword number: 6
cohen_sean: Topic: 4036, Keyword number: 7
prices_bad: Topic: 4036, Keyword number: 8
zahn: Topic: 4036, Keyword number: 9
doe: Topic: 4037, Keyword number: 0
nielsen: Topic: 4037, Keyword number: 1
plane: Topic: 4037, Keyword number: 2
leslie: Topic: 4037, Keyword number: 3
hope: Topic: 4037, Keyword number: 4
detectives: Topic: 4037, Keyword number: 5
minutes_feel: Topic: 4037, Keyword number: 6
stucker_character: Topic: 4037, Keyword number: 7
far_doctor: Topic: 4037, Keyword number: 8
visual_spoken: Topic: 4037, Keyword number: 9
ashmore: Topic: 4037, Keyword number: 10
gets_sick: Topic: 4037, Keyword number: 11
wallowing: Topic: 4037, Keyword number: 12
stable_job: Topic: 4037, Keyword number: 13
moving_city: Topic: 4037, Keyword number: 14
decision_make: Topic: 4037, Keyword number: 15
series_spanned: Topic: 4037, Keyword number: 16
big_hits: Topic: 4037, Keyword number: 17
inferno_poseidon: Topic: 4037, Keyword number: 18
towering_inferno: Topic: 4037, Keyword number: 19
work_directorial: Topic: 4037, Keyword number: 20
airplane_remains: Topic: 4037, Keyword number: 21
satire_writing/directing: Topic: 4037, Keyword number: 22
known_satire: Topic: 4037, Keyword number: 23
desperate_attempt: Topic: 4037, Keyword number: 24
dvd: Topic: 4038, Keyword number: 0
columbia: Topic: 4038, Keyword number: 1
music_videos: Topic: 4038, Keyword number: 2
absolutely_problem: Topic: 4038, Keyword number: 3
moments_understandably: Topic: 4038, Keyword number: 4
flowing_end: Topic: 4038, Keyword number: 5
try_whatever: Topic: 4038, Keyword number: 6
hours_writer-director-star: Topic: 4038, Keyword number: 7
assorted_chaos: Topic: 4038, Keyword number: 8
people_still: Topic: 4038, Keyword number: 9
appreciate_way: Topic: 4038, Keyword number: 10
suitable_kids: Topic: 4038, Keyword number: 11
strike_pose: Topic: 4038, Keyword number: 12
video_features: Topic: 4038, Keyword number: 13
mandel_wrote: Topic: 4038, Keyword number: 14
thoughts_film's: Topic: 4038, Keyword number: 15
detailed_thoughts: Topic: 4038, Keyword number: 16
incredible_eight: Topic: 4038, Keyword number: 17
called_basement: Topic: 4038, Keyword number: 18
features_also: Topic: 4038, Keyword number: 19
reminded_awfulness: Topic: 4038, Keyword number: 20
making_documentary: Topic: 4038, Keyword number: 21
track_director: Topic: 4038, Keyword number: 22
ratio_versions: Topic: 4038, Keyword number: 23
dvds_sale: Topic: 4038, Keyword number: 24
ronin: Topic: 4041, Keyword number: 0
f/x: Topic: 4041, Keyword number: 1
zeik: Topic: 4041, Keyword number: 2
judgement: Topic: 4041, Keyword number: 3
james: Topic: 4041, Keyword number: 4
wait_december: Topic: 4041, Keyword number: 5
film_judgement: Topic: 4041, Keyword number: 6
wrestled_it's: Topic: 4041, Keyword number: 7
maybe_movies: Topic: 4041, Keyword number: 8
right_best: Topic: 4041, Keyword number: 9
alien_death: Topic: 4041, Keyword number: 10
nasty_queen: Topic: 4041, Keyword number: 11
straps_huge: Topic: 4041, Keyword number: 12
scene_ever: Topic: 4041, Keyword number: 13
best_fight: Topic: 4041, Keyword number: 14
around_features: Topic: 4041, Keyword number: 15
sleeve_colony: Topic: 4041, Keyword number: 16
guy_reiser: Topic: 4041, Keyword number: 17
plus_slimy: Topic: 4041, Keyword number: 18
communication_planet: Topic: 4041, Keyword number: 19
truth_believe: Topic: 4041, Keyword number: 20
weeks_she's: Topic: 4041, Keyword number: 21
cryogenically_hibernated: Topic: 4041, Keyword number: 22
end_alien: Topic: 4041, Keyword number: 23
boy_take: Topic: 4041, Keyword number: 24
activities_treating: Topic: 4043, Keyword number: 0
father_wearing: Topic: 4045, Keyword number: 0
family_father: Topic: 4045, Keyword number: 1
customs_like: Topic: 4045, Keyword number: 2
members_arrive: Topic: 4045, Keyword number: 3
entangled_becomes: Topic: 4045, Keyword number: 4
decoration: Topic: 4045, Keyword number: 5
photography_colorful: Topic: 4045, Keyword number: 6
enough_little: Topic: 4045, Keyword number: 7
designer: Topic: 4045, Keyword number: 8
recklessly: Topic: 4049, Keyword number: 0
johnny_lang: Topic: 4049, Keyword number: 1
davis: Topic: 4050, Keyword number: 0
celebrity: Topic: 4050, Keyword number: 1
woody_allen's: Topic: 4050, Keyword number: 2
darrow: Topic: 4050, Keyword number: 3
fling: Topic: 4050, Keyword number: 4
character_lee: Topic: 4050, Keyword number: 5
blah_blah: Topic: 4050, Keyword number: 6
allen_character: Topic: 4050, Keyword number: 7
become_less: Topic: 4050, Keyword number: 8
get_close: Topic: 4050, Keyword number: 9
favorite: Topic: 4050, Keyword number: 10
wild: Topic: 4050, Keyword number: 11
festival_early: Topic: 4050, Keyword number: 12
especially_coping: Topic: 4050, Keyword number: 13
russell_also: Topic: 4050, Keyword number: 14
chris_extremely: Topic: 4050, Keyword number: 15
completely_unpredictable: Topic: 4050, Keyword number: 16
killed_take: Topic: 4050, Keyword number: 17
beer_rand: Topic: 4050, Keyword number: 18
rand's: Topic: 4050, Keyword number: 19
ciaran_hinds: Topic: 4050, Keyword number: 20
eclipsed: Topic: 4050, Keyword number: 21
hopkins_fiennes: Topic: 4050, Keyword number: 22
sort_role: Topic: 4050, Keyword number: 23
widely: Topic: 4050, Keyword number: 24
possibly_disturbing: Topic: 4051, Keyword number: 0
film_immeasurably: Topic: 4051, Keyword number: 1
accessible_tone: Topic: 4051, Keyword number: 2
multitude_pertinent: Topic: 4051, Keyword number: 3
climax_doesn't: Topic: 4051, Keyword number: 4
boils: Topic: 4051, Keyword number: 5
pain: Topic: 4052, Keyword number: 0
elliot: Topic: 4052, Keyword number: 1
matter: Topic: 4052, Keyword number: 2
however: Topic: 4052, Keyword number: 3
it's_wanting: Topic: 4052, Keyword number: 4
life_film: Topic: 4052, Keyword number: 5
mate: Topic: 4052, Keyword number: 6
perfection: Topic: 4052, Keyword number: 7
tell: Topic: 4052, Keyword number: 8
prisoner: Topic: 4052, Keyword number: 9
five: Topic: 4052, Keyword number: 10
true: Topic: 4052, Keyword number: 11
made: Topic: 4052, Keyword number: 12
flash_director: Topic: 4052, Keyword number: 13
ghostbusters_plays: Topic: 4052, Keyword number: 14
audience_ability: Topic: 4052, Keyword number: 15
needed_human: Topic: 4052, Keyword number: 16
shows_poignancy: Topic: 4052, Keyword number: 17
tend_promote: Topic: 4052, Keyword number: 18
moves_even: Topic: 4052, Keyword number: 19
viewer_subconscious: Topic: 4052, Keyword number: 20
director_justin: Topic: 4052, Keyword number: 21
stories_visually: Topic: 4052, Keyword number: 22
tell_deep: Topic: 4052, Keyword number: 23
discovers_love: Topic: 4052, Keyword number: 24
local_bookstore: Topic: 4053, Keyword number: 0
perhaps_local: Topic: 4053, Keyword number: 1
albeit_perhaps: Topic: 4053, Keyword number: 2
film_interviews: Topic: 4053, Keyword number: 3
obsession_doesn't: Topic: 4053, Keyword number: 4
juror: Topic: 4053, Keyword number: 5
fan_sir: Topic: 4053, Keyword number: 6
viewer_fits: Topic: 4053, Keyword number: 7
documentary_brings: Topic: 4053, Keyword number: 8
rated_would: Topic: 4053, Keyword number: 9
films_still: Topic: 4053, Keyword number: 10
sarah_mclachlan-aided: Topic: 4053, Keyword number: 11
status_toy: Topic: 4053, Keyword number: 12
set_completed: Topic: 4053, Keyword number: 13
trusty_horse: Topic: 4053, Keyword number: 14
usage: Topic: 4053, Keyword number: 15
barbara: Topic: 4053, Keyword number: 16
let: Topic: 4053, Keyword number: 17
magnolia: Topic: 4055, Keyword number: 0
despair: Topic: 4055, Keyword number: 1
robards: Topic: 4055, Keyword number: 2
yearning: Topic: 4055, Keyword number: 3
felt_contemplate: Topic: 4055, Keyword number: 4
anguish_felt: Topic: 4055, Keyword number: 5
mirrors_anguish: Topic: 4055, Keyword number: 6
characters_wise: Topic: 4055, Keyword number: 7
end_enhances: Topic: 4055, Keyword number: 8
sings_save: Topic: 4055, Keyword number: 9
morose_beautiful: Topic: 4055, Keyword number: 10
music_morose: Topic: 4055, Keyword number: 11
actual_music: Topic: 4055, Keyword number: 12
thematically_actual: Topic: 4055, Keyword number: 13
add_depth: Topic: 4055, Keyword number: 14
helping_anchor: Topic: 4055, Keyword number: 15
storytelling_rating: Topic: 4055, Keyword number: 16
truly_adventurous: Topic: 4055, Keyword number: 17
masses_admire: Topic: 4055, Keyword number: 18
editing_anderson: Topic: 4055, Keyword number: 19
capacity_hope: Topic: 4055, Keyword number: 20
man's_capacity: Topic: 4055, Keyword number: 21
magnolia_ultimately: Topic: 4055, Keyword number: 22
und_drang: Topic: 4055, Keyword number: 23
drang: Topic: 4055, Keyword number: 24
bad_tasteless: Topic: 4056, Keyword number: 0
doubt_laugh: Topic: 4056, Keyword number: 1
movie_delightful: Topic: 4056, Keyword number: 2
mst: Topic: 4057, Keyword number: 0
addicts: Topic: 4057, Keyword number: 1
movie_months: Topic: 4057, Keyword number: 2
gains_nothing: Topic: 4057, Keyword number: 3
acting_dialogue: Topic: 4057, Keyword number: 4
making_ideal: Topic: 4057, Keyword number: 5
producers_chosen: Topic: 4057, Keyword number: 6
lines_laughing: Topic: 4057, Keyword number: 7
space_monitoring: Topic: 4057, Keyword number: 8
noggin_shot: Topic: 4057, Keyword number: 9
movie_bumped: Topic: 4057, Keyword number: 10
unsuspecting_public: Topic: 4057, Keyword number: 11
wishes_take: Topic: 4057, Keyword number: 12
beaulieu_wishes: Topic: 4057, Keyword number: 13
familiar_premise: Topic: 4057, Keyword number: 14
unsocial_airtime: Topic: 4057, Keyword number: 15
unsocial: Topic: 4057, Keyword number: 16
persuaded_friend: Topic: 4057, Keyword number: 17
take_world: Topic: 4057, Keyword number: 18
spends_time: Topic: 4057, Keyword number: 19
grade: Topic: 4057, Keyword number: 20
action_sequences: Topic: 4057, Keyword number: 21
central: Topic: 4057, Keyword number: 22
one_first: Topic: 4057, Keyword number: 23
appearing: Topic: 4060, Keyword number: 0
raspy: Topic: 4061, Keyword number: 0
logical_reason: Topic: 4063, Keyword number: 0
