crew: Topic: 0, Keyword number: 0
italian: Topic: 806, Keyword number: 8
fernando's: Topic: 806, Keyword number: 9
soldini: Topic: 806, Keyword number: 10
bruno_ganz: Topic: 806, Keyword number: 11
catania: Topic: 806, Keyword number: 12
mimmo: Topic: 806, Keyword number: 13
licia: Topic: 806, Keyword number: 14
fernando: Topic: 806, Keyword number: 15
housewife: Topic: 806, Keyword number: 16
marina: Topic: 806, Keyword number: 17
bruno: Topic: 806, Keyword number: 18
antonio: Topic: 806, Keyword number: 19
it's_got: Topic: 806, Keyword number: 20
kinnear: Topic: 806, Keyword number: 21
shue: Topic: 806, Keyword number: 22
vacation: Topic: 806, Keyword number: 23
subplot: Topic: 806, Keyword number: 24
ronin: Topic: 807, Keyword number: 0
zeik: Topic: 807, Keyword number: 1
fans_want: Topic: 807, Keyword number: 2
kiss_goodnight: Topic: 807, Keyword number: 3
quality_usually: Topic: 807, Keyword number: 4
month_since: Topic: 807, Keyword number: 5
bet_month: Topic: 807, Keyword number: 6
turned_well: Topic: 807, Keyword number: 7
movie's_open: Topic: 807, Keyword number: 8
characters_mand: Topic: 807, Keyword number: 9
mand: Topic: 807, Keyword number: 10
grasp_characters: Topic: 807, Keyword number: 11
moments_slowness: Topic: 807, Keyword number: 12
slowness: Topic: 807, Keyword number: 13
instead_forced: Topic: 807, Keyword number: 14
content_impressive: Topic: 807, Keyword number: 15
action_content: Topic: 807, Keyword number: 16
concerned_double-cross: Topic: 807, Keyword number: 17
script_concerned: Topic: 807, Keyword number: 18
easily_become: Topic: 807, Keyword number: 19
impossible_niro: Topic: 807, Keyword number: 20
almost_reminiscent: Topic: 807, Keyword number: 21
zeik's: Topic: 807, Keyword number: 22
begins_role: Topic: 807, Keyword number: 23
mcelhone_recover: Topic: 807, Keyword number: 24
america_almost: Topic: 808, Keyword number: 0
justice_clooney: Topic: 808, Keyword number: 1
focusing_jailbreak: Topic: 808, Keyword number: 2
cramped_manage: Topic: 808, Keyword number: 3
bald_wig: Topic: 808, Keyword number: 4
leftover_lightheartedness: Topic: 808, Keyword number: 5
slap_taste: Topic: 808, Keyword number: 6
palatable: Topic: 808, Keyword number: 7
final_hours: Topic: 808, Keyword number: 8
they're_really: Topic: 808, Keyword number: 9
stolen: Topic: 808, Keyword number: 10
duds: Topic: 808, Keyword number: 11
cider_house: Topic: 810, Keyword number: 0
candy: Topic: 810, Keyword number: 1
michael_caine: Topic: 810, Keyword number: 2
michael: Topic: 810, Keyword number: 3
world: Topic: 810, Keyword number: 4
quiz_show: Topic: 810, Keyword number: 5
world_according: Topic: 810, Keyword number: 6
pignon: Topic: 810, Keyword number: 7
sexual: Topic: 810, Keyword number: 8
cell: Topic: 810, Keyword number: 9
telling: Topic: 810, Keyword number: 10
photography: Topic: 810, Keyword number: 11
extraordinarily_life-affirming: Topic: 810, Keyword number: 12
spats_columbo: Topic: 810, Keyword number: 13
judgement_day: Topic: 810, Keyword number: 14
someone_friendly: Topic: 810, Keyword number: 15
bring_sense: Topic: 810, Keyword number: 16
according_garp: Topic: 810, Keyword number: 17
garp: Topic: 810, Keyword number: 18
populate: Topic: 810, Keyword number: 19
inhabiting: Topic: 810, Keyword number: 20
cronenberg: Topic: 810, Keyword number: 21
granger: Topic: 810, Keyword number: 22
thierry: Topic: 810, Keyword number: 23
intrigued: Topic: 810, Keyword number: 24
search_job: Topic: 811, Keyword number: 0
frank_mancuso: Topic: 811, Keyword number: 1
actually_bit: Topic: 811, Keyword number: 2
pursued_team: Topic: 811, Keyword number: 3
glaring_gaps: Topic: 811, Keyword number: 4
called_andromeda: Topic: 811, Keyword number: 5
thirty-five: Topic: 811, Keyword number: 6
hopefully_arranging: Topic: 811, Keyword number: 7
technologies_hopefully: Topic: 811, Keyword number: 8
capable_receiving: Topic: 811, Keyword number: 9
british_astronomer: Topic: 811, Keyword number: 10
technology_doesn't: Topic: 811, Keyword number: 11
information_may: Topic: 811, Keyword number: 12
time_minutes: Topic: 811, Keyword number: 13
typed: Topic: 811, Keyword number: 14
lover: Topic: 811, Keyword number: 15
michelle: Topic: 812, Keyword number: 0
lin: Topic: 812, Keyword number: 1
michelle_yeoh: Topic: 812, Keyword number: 2
supercop: Topic: 812, Keyword number: 3
tycoon: Topic: 812, Keyword number: 4
catherine: Topic: 812, Keyword number: 5
well_motorcycle: Topic: 812, Keyword number: 6
one-on-one_kung: Topic: 812, Keyword number: 7
assignment_accomplished: Topic: 812, Keyword number: 8
michelle_says: Topic: 812, Keyword number: 9
wing_chun: Topic: 812, Keyword number: 10
style_may: Topic: 812, Keyword number: 11
contest_without: Topic: 812, Keyword number: 12
swimming_rugby: Topic: 812, Keyword number: 13
diving_swimming: Topic: 812, Keyword number: 14
athlete_michelle: Topic: 812, Keyword number: 15
cantonese_bilingual: Topic: 812, Keyword number: 16
learned_cantonese: Topic: 812, Keyword number: 17
many_languages: Topic: 812, Keyword number: 18
female_star: Topic: 812, Keyword number: 19
yeoh_asia's: Topic: 812, Keyword number: 20
asia's: Topic: 812, Keyword number: 21
life_unfortunate: Topic: 812, Keyword number: 22
also_classy: Topic: 812, Keyword number: 23
pace_lts: Topic: 812, Keyword number: 24
bridget_fonda: Topic: 813, Keyword number: 0
michelle_survived: Topic: 814, Keyword number: 0
stealth: Topic: 814, Keyword number: 1
message_film: Topic: 815, Keyword number: 0
give_poetic: Topic: 815, Keyword number: 1
sexual_orientation: Topic: 815, Keyword number: 2
held_iron: Topic: 817, Keyword number: 0
seeing_back: Topic: 818, Keyword number: 0
several_step: Topic: 818, Keyword number: 1
moment: Topic: 818, Keyword number: 2
roger_mary: Topic: 819, Keyword number: 0
ned_devine: Topic: 820, Keyword number: 0
pair: Topic: 820, Keyword number: 1
old_ned: Topic: 820, Keyword number: 2
begin_roll: Topic: 820, Keyword number: 3
showing_aging: Topic: 820, Keyword number: 4
oscar--pitt_monkeys: Topic: 820, Keyword number: 5
unobtrusive: Topic: 820, Keyword number: 6
sweet_can't: Topic: 820, Keyword number: 7
films_light: Topic: 820, Keyword number: 8
best/worst: Topic: 820, Keyword number: 9
held_year's: Topic: 820, Keyword number: 10
even_held: Topic: 820, Keyword number: 11
screenwriters_scripts: Topic: 820, Keyword number: 12
hollywood_screenwriters: Topic: 820, Keyword number: 13
jones_held: Topic: 820, Keyword number: 14
unnecessary_hardly: Topic: 820, Keyword number: 15
find_unnecessary: Topic: 820, Keyword number: 16
town_great: Topic: 820, Keyword number: 17
better_films: Topic: 820, Keyword number: 18
perfect_sincere: Topic: 820, Keyword number: 19
means_perfect: Topic: 820, Keyword number: 20
devine_means: Topic: 820, Keyword number: 21
buff-o_one: Topic: 820, Keyword number: 22
gets_buff-o: Topic: 820, Keyword number: 23
monty_geriatric: Topic: 820, Keyword number: 24
typecast_rest: Topic: 821, Keyword number: 0
adepts_screen: Topic: 822, Keyword number: 0
salem: Topic: 822, Keyword number: 1
cast: Topic: 823, Keyword number: 0
lot: Topic: 823, Keyword number: 1
way: Topic: 823, Keyword number: 2
malkovich: Topic: 823, Keyword number: 3
game: Topic: 823, Keyword number: 4
mars_attacks: Topic: 823, Keyword number: 5
silent: Topic: 823, Keyword number: 6
yet: Topic: 823, Keyword number: 7
says: Topic: 823, Keyword number: 8
guys: Topic: 823, Keyword number: 9
jones: Topic: 823, Keyword number: 10
attacks: Topic: 823, Keyword number: 11
role: Topic: 823, Keyword number: 12
it's: Topic: 823, Keyword number: 13
cameron: Topic: 823, Keyword number: 14
night: Topic: 823, Keyword number: 15
believable: Topic: 823, Keyword number: 16
trying: Topic: 823, Keyword number: 17
opening: Topic: 823, Keyword number: 18
work: Topic: 823, Keyword number: 19
week: Topic: 823, Keyword number: 20
movie: Topic: 823, Keyword number: 21
everyone_says: Topic: 823, Keyword number: 22
federal: Topic: 823, Keyword number: 23
one_point: Topic: 823, Keyword number: 24
farina: Topic: 825, Keyword number: 0
family_sitcom: Topic: 826, Keyword number: 0
leaving_jet: Topic: 826, Keyword number: 1
wrong_modern: Topic: 826, Keyword number: 2
beth_end: Topic: 826, Keyword number: 3
move_enfield: Topic: 826, Keyword number: 4
rest_title: Topic: 826, Keyword number: 5
still_much: Topic: 826, Keyword number: 6
cinema_right: Topic: 826, Keyword number: 7
film_suggests: Topic: 826, Keyword number: 8
charact_ers: Topic: 826, Keyword number: 9
obsessions_pare: Topic: 826, Keyword number: 10
neurotic_obsessions: Topic: 826, Keyword number: 11
volatile_sexual: Topic: 826, Keyword number: 12
dialogue_sense: Topic: 826, Keyword number: 13
threatening_cast: Topic: 826, Keyword number: 14
hilarious_invention: Topic: 826, Keyword number: 15
irreverent_lines: Topic: 826, Keyword number: 16
scene_casting: Topic: 826, Keyword number: 17
spanking_monkey: Topic: 826, Keyword number: 18
immin_ent: Topic: 826, Keyword number: 19
witty_funny: Topic: 826, Keyword number: 20
shuffle_unlikely: Topic: 826, Keyword number: 21
plays_picture: Topic: 826, Keyword number: 22
foretaste: Topic: 826, Keyword number: 23
invention: Topic: 826, Keyword number: 24
premise_plunged: Topic: 828, Keyword number: 0
tell_i've: Topic: 828, Keyword number: 1
companions_sort: Topic: 828, Keyword number: 2
name_makes: Topic: 828, Keyword number: 3
puts_understated: Topic: 828, Keyword number: 4
golberg_also: Topic: 828, Keyword number: 5
impressively_whoopi: Topic: 828, Keyword number: 6
comment_exceptionally: Topic: 828, Keyword number: 7
reunions: Topic: 828, Keyword number: 8
happened_movie: Topic: 828, Keyword number: 9
literally_happened: Topic: 828, Keyword number: 10
conjure_memories: Topic: 828, Keyword number: 11
long_estrangement: Topic: 828, Keyword number: 12
husband_hugs: Topic: 828, Keyword number: 13
sensation_throat: Topic: 828, Keyword number: 14
whether_may: Topic: 828, Keyword number: 15
something_sentimental: Topic: 828, Keyword number: 16
leave: Topic: 828, Keyword number: 17
transcend_humanity: Topic: 829, Keyword number: 0
shots_elicit: Topic: 829, Keyword number: 1
rainbow_martyr: Topic: 829, Keyword number: 2
indelible_image: Topic: 829, Keyword number: 3
man_succumbing: Topic: 829, Keyword number: 4
humankind_lang's: Topic: 829, Keyword number: 5
members_within: Topic: 829, Keyword number: 6
close_shots: Topic: 829, Keyword number: 7
large_see: Topic: 829, Keyword number: 8
infinitely_large: Topic: 829, Keyword number: 9
epicenter_something: Topic: 829, Keyword number: 10
claustrophobia_scene: Topic: 829, Keyword number: 11
mob_panning: Topic: 829, Keyword number: 12
reveal_size: Topic: 829, Keyword number: 13
mob_shot: Topic: 829, Keyword number: 14
reveal_fury: Topic: 829, Keyword number: 15
vulnerability_bar: Topic: 829, Keyword number: 16
track_deputy's: Topic: 829, Keyword number: 17
swarm_irrationality: Topic: 829, Keyword number: 18
becomes_sole: Topic: 829, Keyword number: 19
becomes_mirror: Topic: 829, Keyword number: 20
equidistant_directly: Topic: 829, Keyword number: 21
educes: Topic: 829, Keyword number: 22
referred_impulse: Topic: 829, Keyword number: 23
slips_bar: Topic: 829, Keyword number: 24
paradine: Topic: 830, Keyword number: 0
revelations_nice: Topic: 830, Keyword number: 1
case_possibilities: Topic: 830, Keyword number: 2
merit_big: Topic: 830, Keyword number: 3
systems_one: Topic: 830, Keyword number: 4
junkies: Topic: 830, Keyword number: 5
judge's_house: Topic: 830, Keyword number: 6
dine: Topic: 830, Keyword number: 7
lord_horfield: Topic: 830, Keyword number: 8
partner_sir: Topic: 830, Keyword number: 9
plays_anthony's: Topic: 830, Keyword number: 10
louis_jordan: Topic: 830, Keyword number: 11
part_soap: Topic: 830, Keyword number: 12
gay_tells: Topic: 830, Keyword number: 13
high_camera: Topic: 830, Keyword number: 14
love_client: Topic: 830, Keyword number: 15
flings_head: Topic: 830, Keyword number: 16
gay_ann: Topic: 830, Keyword number: 17
fine_woman: Topic: 830, Keyword number: 18
simplistically_smitten: Topic: 830, Keyword number: 19
she's_murderess: Topic: 830, Keyword number: 20
murderess: Topic: 830, Keyword number: 21
successful_debonair: Topic: 830, Keyword number: 22
plays_successful: Topic: 830, Keyword number: 23
peck_plays: Topic: 830, Keyword number: 24
without_cause: Topic: 831, Keyword number: 0
stark: Topic: 831, Keyword number: 1
relate: Topic: 831, Keyword number: 2
belong: Topic: 831, Keyword number: 3
strong: Topic: 831, Keyword number: 4
epitome_cool: Topic: 831, Keyword number: 5
still_fabulous: Topic: 831, Keyword number: 6
talking_couple: Topic: 831, Keyword number: 7
dean_talking: Topic: 831, Keyword number: 8
romance_wood: Topic: 831, Keyword number: 9
end_silly: Topic: 831, Keyword number: 10
conclusion_everyone: Topic: 831, Keyword number: 11
unbelievable_conclusion: Topic: 831, Keyword number: 12
cause_ridiculous: Topic: 831, Keyword number: 13
even_rebel: Topic: 831, Keyword number: 14
remembered_newcomers: Topic: 831, Keyword number: 15
first_century: Topic: 831, Keyword number: 16
imagine_vaguely: Topic: 831, Keyword number: 17
lionize: Topic: 831, Keyword number: 18
ones_seem: Topic: 831, Keyword number: 19
feel_dean: Topic: 831, Keyword number: 20
behalf_generation: Topic: 831, Keyword number: 21
speaking_behalf: Topic: 831, Keyword number: 22
another_speaking: Topic: 831, Keyword number: 23
opposite_another: Topic: 831, Keyword number: 24
sandler: Topic: 832, Keyword number: 0
wedding_singer: Topic: 832, Keyword number: 1
robby: Topic: 832, Keyword number: 2
performing: Topic: 832, Keyword number: 3
insubstantial: Topic: 832, Keyword number: 4
titanic_unlike: Topic: 832, Keyword number: 5
means_exploring: Topic: 832, Keyword number: 6
passions_rohmer's: Topic: 832, Keyword number: 7
eye_upon: Topic: 832, Keyword number: 8
stiff_upper: Topic: 832, Keyword number: 9
mob_relationship: Topic: 832, Keyword number: 10
shot_laden: Topic: 832, Keyword number: 11
rohmer's_attention: Topic: 832, Keyword number: 12
hot-blooded_cousin: Topic: 832, Keyword number: 13
along_foreigner: Topic: 832, Keyword number: 14
observes_afar: Topic: 832, Keyword number: 15
disembodied: Topic: 832, Keyword number: 16
see_possible: Topic: 832, Keyword number: 17
takes_sandler: Topic: 832, Keyword number: 18
one_four: Topic: 832, Keyword number: 19
merit_grading: Topic: 832, Keyword number: 20
grading: Topic: 832, Keyword number: 21
original_charm: Topic: 832, Keyword number: 22
bodacious: Topic: 832, Keyword number: 23
jokes_probably: Topic: 832, Keyword number: 24
smarter_perhaps: Topic: 833, Keyword number: 0
thornton_gives: Topic: 833, Keyword number: 1
man_shows: Topic: 833, Keyword number: 2
saddened: Topic: 833, Keyword number: 3
currently: Topic: 833, Keyword number: 4
nick: Topic: 834, Keyword number: 0
brokedown: Topic: 834, Keyword number: 1
nick_beth: Topic: 834, Keyword number: 2
girl's: Topic: 834, Keyword number: 3
midnight_express: Topic: 834, Keyword number: 4
case: Topic: 834, Keyword number: 5
age_see: Topic: 834, Keyword number: 6
wich_means: Topic: 834, Keyword number: 7
sweden_wich: Topic: 834, Keyword number: 8
ten_sweden: Topic: 834, Keyword number: 9
rated_barntill: Topic: 834, Keyword number: 10
earlier_seen: Topic: 834, Keyword number: 11
fiance_nick: Topic: 834, Keyword number: 12
bed_sid: Topic: 834, Keyword number: 13
fonda_beth: Topic: 834, Keyword number: 14
discussing_life: Topic: 834, Keyword number: 15
place_anywhere: Topic: 834, Keyword number: 16
important_could: Topic: 834, Keyword number: 17
name_city: Topic: 834, Keyword number: 18
since_makes: Topic: 834, Keyword number: 19
arizona_good: Topic: 834, Keyword number: 20
mystery_hasn't: Topic: 834, Keyword number: 21
remain_mystery: Topic: 834, Keyword number: 22
nick_suddenly: Topic: 834, Keyword number: 23
play_problem: Topic: 834, Keyword number: 24
rosalba: Topic: 836, Keyword number: 0
bread: Topic: 836, Keyword number: 1
maglietta: Topic: 836, Keyword number: 2
suicidal: Topic: 836, Keyword number: 3
suicidal_waiter: Topic: 836, Keyword number: 4
gorgeous_scenery: Topic: 836, Keyword number: 5
lives_we'd: Topic: 836, Keyword number: 6
tulips_movie: Topic: 836, Keyword number: 7
lot_overwhelming: Topic: 836, Keyword number: 8
past_seems: Topic: 836, Keyword number: 9
stormy_past: Topic: 836, Keyword number: 10
soldini_wanted: Topic: 836, Keyword number: 11
death_never: Topic: 836, Keyword number: 12
knocks_apartment: Topic: 836, Keyword number: 13
tendencies_early: Topic: 836, Keyword number: 14
including_suicidal: Topic: 836, Keyword number: 15
fernando's_life: Topic: 836, Keyword number: 16
putting_gunfight: Topic: 836, Keyword number: 17
